frase_teste,saida_correta,predicao_sistema
para os defensores de a legalização a unk de as drogas unk os traficantes de sua principal fonte de lucro o chamado imposto de a ilegalidade que é justamente o que unk dá o poder de gerar unk violência e corrupção $. $¶,"['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'S', 'SUP', 'N', 'PRP', 'N', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'N', 'SPEC', 'V', 'ADV', 'DET', 'SPEC', 'PERS', 'V', 'DET', 'N', 'PRP', 'V', 'KOMP', 'N', 'KC', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
também unk a unk dizem uma diminuição em os unk unk por viciados em unk de recursos para comprar drogas $. $¶,"['ADV', 'V', 'PRP', 'V', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'V', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'PU', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'N', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
os unk de a unk dizem ainda que os unk poderiam ser taxados e os recursos de aí unk poderiam ser usados em programas de unk e recuperação de unk o que em médio prazo poderia trazer resultados talvez mais unk do=que os obtidos com a simples repressão $. $¶,"['DET', 'N', 'PRP', 'DET', 'N', 'V', 'ADV', 'KS', 'DET', 'N', 'V', 'V', 'V', 'KC', 'DET', 'N', 'PRP', 'ADV', 'V', 'V', 'V', 'V', 'PRP', 'N', 'PRP', 'N', 'KC', 'N', 'PRP', 'N', 'DET', 'KS', 'PRP', 'ADJ', 'N', 'V', 'V', 'N', 'ADV', 'KOMP', 'ADJ', 'KS', 'DET', 'V', 'PRP', 'DET', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'PU', 'PU', 'PU', 'PU', 'UNK', 'L', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'L', 'PRP', 'DET', 'N', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'ADV', 'DET', 'N']"
enfim trata- se de uma discussão unk em que muitos para os e unk têm de ser unk e unk unk $. $¶,"['ADV', 'V', 'PERS', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'KS', 'DET', 'PRP', 'DET', 'N', 'N', 'V', 'PRP', 'V', 'V', 'KC', 'ADV', 'V', 'PU', 'PU']","['DET', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'N', 'UNK', 'UNK', 'DET', 'N']"
e o próximo governo não se pode unk a essa discussão $. $¶,"['KC', 'DET', 'ADJ', 'N', 'ADV', 'PERS', 'V', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
ela envolve tanto em o plano econômico como em o de a violência e principalmente em o de a saúde pública o futuro de o país $. $¶,"['PERS', 'V', 'ADV', 'PRP', 'DET', 'N', 'ADJ', 'ADV', 'PRP', 'DET', 'PRP', 'DET', 'N', 'KC', 'ADV', 'PRP', 'DET', 'PRP', 'DET', 'N', 'ADJ', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
clóvis=rossi $¶,"['C', 'PU']","['DET', 'N']"
são=paulo $ para servir de unk de ano=novo retiro de o unk de os unk unk de unk enviado por o unk unk unk unk junto=com tantos outros unk $. $¶,"['S', 'PU', 'PRP', 'V', 'PRP', 'N', 'PRP', 'A', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'V', 'N', 'PRP', 'J', 'V', 'PRP', 'DET', 'ADJ', 'N', 'ADJ', 'C', 'PRP', 'KOMP', 'KOMP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'UNK', 'UNK', 'SPEC', 'V', 'V', 'UNK', 'DET', 'N']"
o mesmo unk foi o tema de o cartão de natal de o unk unk $. $¶,"['DET', 'KOMP', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'L', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N']"
unk para o leitor mas gostaria que pelo=menos unk também o presidente de a república unk o unk $. $¶,"['V', 'PRP', 'DET', 'N', 'KC', 'V', 'KS', 'ADV', 'ADV', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'KS', 'UNK', 'N', 'PRP', 'DET', 'N']"
em esse mundo de unk de tentar unk a todos os amigos de sempre junto=com os adversários de a véspera e também os de amanhã parece se estar unk a capacidade de unk de unk ou de unk o unk de a unk para servir de unk a o tratamento unk que unk dá a o unk $. $¶,"['PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'V', 'V', 'PRP', 'DET', 'DET', 'N', 'PRP', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'KC', 'ADV', 'DET', 'PRP', 'ADV', 'V', 'KS', 'V', 'V', 'DET', 'N', 'PRP', 'V', 'PRP', 'V', 'KC', 'PRP', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'PRP', 'N', 'PRP', 'DET', 'N', 'ADJ', 'SPEC', 'B', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
unk nem tanto por uma unk unk por o unk unk argentino $. $¶,"['U', 'ADV', 'KOMP', 'PRP', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'ADJ', 'N', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'PRP']"
mas porque todo=o=mundo sabe que não se unk de um unk ou um unk essas unk unk em unk em o mundo de o unk $. $¶,"['KC', 'KS', 'SPEC', 'V', 'KS', 'ADV', 'PERS', 'V', 'PRP', 'DET', 'ADJ', 'KC', 'DET', 'N', 'DET', 'N', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PU', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
era um unk unk e tudo leva a unk que os unk são hoje mais ouvidos do=que nunca $. $¶,"['V', 'DET', 'ADJ', 'V', 'KC', 'SPEC', 'V', 'PRP', 'V', 'KS', 'DET', 'ADJ', 'V', 'ADV', 'KOMP', 'V', 'KS', 'ADV', 'PU', 'PU']","['DET', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'N', 'PRP', 'DET', 'N']"
unk $: se unk viver novamente minha vida em a próxima unk de unk mais erros $. $¶,"['E', 'PU', 'KS', 'V', 'V', 'ADV', 'S', 'N', 'PRP', 'DET', 'ADJ', 'V', 'PRP', 'V', 'KOMP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'V', 'PU', 'PU', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PU', 'PU', 'PU']"
não unk ser tão perfeito unk mais $. $¶,"['ADV', 'V', 'V', 'ADV', 'V', 'V', 'KOMP', 'PU', 'PU']","['DET', 'UNK', 'PU', 'PU', 'PU', 'UNK', 'DET', 'N', 'PRP']"
$( $... $) unk mais unk faria mais unk unk mais unk unk mais unk unk mais unk $. $¶,"['PU', 'PU', 'PU', 'V', 'KOMP', 'N', 'V', 'KOMP', 'N', 'V', 'KOMP', 'V', 'V', 'KOMP', 'N', 'V', 'KOMP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'UNK', 'UNK', 'DET', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N']"
continua o unk $: eu era um de esses que nunca ia a parte alguma sem ter um unk uma unk de água unk um unk e um unk $. $¶,"['V', 'DET', 'N', 'PU', 'PERS', 'V', 'NUM', 'PRP', 'DET', 'SPEC', 'ADV', 'V', 'PRP', 'N', 'DET', 'PRP', 'V', 'DET', 'N', 'DET', 'N', 'PRP', 'N', 'ADJ', 'DET', 'N', 'KC', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
se unk a viver unk mais unk $. $¶,"['PERS', 'V', 'PRP', 'V', 'V', 'KOMP', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk a andar unk em o começo de a unk e unk assim até o fim de o unk $. $¶,"['V', 'PRP', 'V', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'KC', 'V', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
se como é mais provável o presidente não ler ou der de unk unk o leitor com unk o unk $: sou um partidário unk de a unk econômica e social porque sei que fora=de essa unk a unk a justiça a unk unk a unk e o unk de os indivíduos assim=como a unk de as unk serão nada mais do=que unk $. $¶,"['KS', 'ADV', 'V', 'KOMP', 'ADJ', 'DET', 'N', 'ADV', 'V', 'KC', 'V', 'PRP', 'N', 'V', 'DET', 'N', 'PRP', 'B', 'DET', 'N', 'PU', 'V', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'ADJ', 'KC', 'ADJ', 'KS', 'V', 'KS', 'PRP', 'DET', 'N', 'DET', 'N', 'DET', 'N', 'DET', 'N', 'ADJ', 'DET', 'N', 'KC', 'DET', 'N', 'PRP', 'DET', 'N', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'SPEC', 'KOMP', 'KS', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'PU', 'PU', 'PU', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
gilberto=dimenstein $¶,"['G', 'PU']","['KC', 'N']"
brasília $ fernando=henrique=cardoso unk hoje a presidência com uma ótima notícia $: 70 $% de os brasileiros segundo pesquisa datafolha unk que ele vai fazer um governo ótimo ou bom $. $¶,"['B', 'PU', 'F', 'V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'SUP', 'N', 'PU', 'NUM', 'N', 'PRP', 'DET', 'N', 'ADV', 'N', 'PROP', 'V', 'KS', 'PERS', 'V', 'V', 'DET', 'N', 'SUP', 'KC', 'ADJ', 'PU', 'PU']","['V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
conta com esmagadora confiança de o país o que lhe dá força para unk as reformas $. $¶,"['V', 'PRP', 'ADJ', 'N', 'PRP', 'DET', 'N', 'DET', 'SPEC', 'PERS', 'V', 'N', 'PRP', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PU', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP']"
a pesquisa traz porém uma unk $: o unk que iniciou seu mandato presidencial em 1990 tinha os mesmos níveis de unk $. $¶,"['DET', 'N', 'V', 'ADV', 'DET', 'N', 'PU', 'DET', 'F', 'SPEC', 'V', 'S', 'N', 'ADJ', 'PRP', 'NUM', 'V', 'DET', 'KOMP', 'N', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'ADV', 'PRP', 'DET', 'UNK', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'V', 'PRP', 'DET', 'N', 'PU', 'PU', 'UNK', 'DET', 'N']"
todos unk como acabou $. $¶,"['DET', 'V', 'ADV', 'V', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET']"
opinião=pública é unk sempre unk a resultados concretos $. $¶,"['N', 'V', 'ADJ', 'ADV', 'ADJ', 'PRP', 'N', 'ADJ', 'PU', 'PU']","['PU', 'PU', 'UNK', 'PRP', 'UNK', 'DET', 'N', 'ADJ', 'PRP', 'DET']"
isso em a prática significa unk níveis de unk salário educação saúde unk $. $¶,"['SPEC', 'PRP', 'DET', 'N', 'V', 'SUP', 'N', 'PRP', 'N', 'N', 'N', 'N', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
fernando=henrique recebe uma população unk $. $¶,"['F', 'V', 'DET', 'N', 'ADJ', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
não é para menos $: a classe=média vive uma febre de consumo em meio unk se a a inflação em queda e sem controle de preços $. $¶,"['ADV', 'V', 'PRP', 'KOMP', 'PU', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'N', 'PRP', 'N', 'V', 'PERS', 'PRP', 'DET', 'N', 'PRP', 'N', 'KC', 'PRP', 'N', 'PRP', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'KC', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
nunca se viu nada parecido em a história de o brasil $. $¶,"['ADV', 'PERS', 'V', 'ADV', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'B', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET']"
de aí as unk taxas de popularidade de itamar=franco e de unk $. $¶,"['PRP', 'ADV', 'DET', 'SUP', 'N', 'PRP', 'N', 'PRP', 'I', 'KC', 'PRP', 'C', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
fernando=henrique está em a unk situação de unk o país com inflação baixa e alta taxa de confiança $. $¶,"['F', 'V', 'PRP', 'DET', 'ADJ', 'N', 'PRP', 'V', 'DET', 'N', 'PRP', 'N', 'ADJ', 'KC', 'ADJ', 'N', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
mas ao=mesmo=tempo essa unk unk um unk desafio $. $¶,"['KC', 'ADV', 'DET', 'N', 'V', 'DET', 'ADJ', 'N', 'PU', 'PU']","['N', 'PU', 'PU', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP']"
ele se unk se a inflação subir ou o consumo cair $. $¶,"['PERS', 'PERS', 'V', 'KS', 'DET', 'N', 'V', 'KC', 'DET', 'N', 'V', 'PU', 'PU']","['DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'DET']"
a meta de a estabilização ainda é um longo unk exige unk e não é unk $. $¶,"['DET', 'N', 'PRP', 'DET', 'N', 'ADV', 'V', 'DET', 'ADJ', 'N', 'V', 'N', 'KC', 'ADV', 'V', 'ADJ', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PU', 'UNK', 'ADJ', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
o unk de a inflação baixa já é conhecido e certo ou errado unk unk a itamar=franco $. $¶,"['DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'ADV', 'V', 'V', 'KC', 'ADJ', 'KC', 'V', 'V', 'ADV', 'PRP', 'I', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'N', 'V', 'N', 'V', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP']"
o unk de fernando=henrique será não apenas manter os unk econômicos que já se conseguiu mas unk los $ ou=seja unk ainda mais a inflação $. $¶,"['DET', 'N', 'PRP', 'F', 'V', 'ADV', 'ADV', 'V', 'DET', 'N', 'ADJ', 'SPEC', 'ADV', 'PERS', 'V', 'KC', 'V', 'PERS', 'PU', 'ADV', 'V', 'ADV', 'KOMP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
não é só $. $¶,"['ADV', 'V', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N']"
a o final de seu mandato os unk sociais devem ser menos unk o que unk unk de unk com estados e municípios $. $¶,"['PRP', 'DET', 'N', 'PRP', 'S', 'N', 'DET', 'N', 'ADJ', 'V', 'V', 'KOMP', 'ADJ', 'DET', 'SPEC', 'V', 'ADJ', 'PRP', 'N', 'PRP', 'N', 'KC', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
estou unk porém de que se ele tiver mesmo a unk por o possível terá sucesso $. $¶,"['V', 'V', 'ADV', 'PRP', 'KS', 'KS', 'PERS', 'V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'ADJ', 'V', 'N', 'PU', 'PU']","['ADV', 'UNK', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'KC', 'DET', 'N']"
unk aqui apenas um unk entre unk de unk sobre o efeito de a unk por o possível $. $¶,"['V', 'ADV', 'ADV', 'DET', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
todos unk que a unk é um país unk $. $¶,"['DET', 'V', 'KS', 'DET', 'PROP', 'V', 'DET', 'N', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
um de os seus estados unk se unk onde a renda per=capita é de us$ 200 por ano $. $¶,"['NUM', 'PRP', 'DET', 'S', 'N', 'V', 'PERS', 'K', 'ADV', 'DET', 'N', 'ADJ', 'V', 'PRP', 'US', 'NUM', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
lá se unk em educação $: a taxa de unk e matrícula escolar são várias vezes unk do=que em o brasil onde a renda per=capita é 14 vezes maior $. $¶,"['ADV', 'PERS', 'V', 'PRP', 'N', 'PU', 'DET', 'N', 'PRP', 'N', 'KC', 'N', 'ADJ', 'V', 'DET', 'N', 'SUP', 'KS', 'PRP', 'DET', 'B', 'ADV', 'DET', 'N', 'ADJ', 'V', 'NUM', 'N', 'KOMP', 'PU', 'PU']","['DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
carlos=heitor=cony $¶,"['C', 'PU']","['DET', 'N']"
rio=de=janeiro $ já unk em deus mas sempre me unk a acreditar em unk $. $¶,"['R', 'PU', 'ADV', 'V', 'PRP', 'D', 'KC', 'ADV', 'PERS', 'V', 'PRP', 'V', 'PRP', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
nada contra o bom unk $. $¶,"['SPEC', 'PRP', 'DET', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
apenas unk de sua unk unk unk a sua disponibilidade $. $¶,"['ADV', 'V', 'PRP', 'S', 'N', 'V', 'ADJ', 'DET', 'S', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'UNK', 'DET', 'N', 'ADJ', 'PRP', 'DET']"
em compensação unk em coisa mais unk do=que deus e unk $. $¶,"['PRP', 'N', 'V', 'PRP', 'N', 'KOMP', 'ADJ', 'KS', 'D', 'KC', 'N', 'PU', 'PU']","['PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
não lembro quem me contou talvez um tio um unk talvez a unk unk de primeiras unk $. $¶,"['ADV', 'V', 'SPEC', 'PERS', 'V', 'ADV', 'DET', 'N', 'DET', 'N', 'ADV', 'DET', 'N', 'ADJ', 'PRP', 'NUM', 'N', 'PU', 'PU']","['N', 'PRP', 'DET', 'N', 'V', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
o fato é=que em o dia 31 de dezembro eu me unk para ficar unk e ver em o unk em=cima=de minha cabeça a mudança de o ano $. $¶,"['DET', 'N', 'ADV', 'PRP', 'DET', 'N', 'NUM', 'PRP', 'N', 'PERS', 'PERS', 'V', 'PRP', 'V', 'V', 'KC', 'V', 'PRP', 'DET', 'N', 'PRP', 'S', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk me que a a unk unk unk um velho muito unk e unk unk unk velho de apenas 365 dias mas unk como=se unk em as unk 365 unk $. $¶,"['V', 'PERS', 'KS', 'PRP', 'DET', 'N', 'ADV', 'V', 'DET', 'ADJ', 'ADV', 'ADJ', 'KC', 'V', 'V', 'ADJ', 'ADJ', 'PRP', 'ADV', 'NUM', 'N', 'KC', 'V', 'KS', 'V', 'PRP', 'DET', 'N', 'NUM', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'UNK', 'PU', 'PU', 'PU', 'UNK', 'N', 'UNK', 'UNK', 'UNK', 'PU', 'PU', 'PU', 'NUM', 'N', 'PRP', 'UNK', 'KS', 'UNK', 'DET', 'N', 'UNK', 'NUM', 'UNK', 'DET', 'N']"
esse velho unk uma unk como as unk e os unk de a república que se unk $. $¶,"['DET', 'ADJ', 'V', 'DET', 'N', 'ADV', 'DET', 'N', 'KC', 'DET', 'N', 'PRP', 'DET', 'N', 'SPEC', 'PERS', 'V', 'PU', 'PU']","['N', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'KS', 'DET', 'N', 'PRP', 'DET', 'N']"
em a unk o número de o ano que unk a o fim $. $¶,"['PRP', 'DET', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'SPEC', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
em o mesmo unk unk de outro unk eu unk uma criança alguma coisa unk com o unk unk que unk em os unk $. $¶,"['PRP', 'DET', 'KOMP', 'N', 'V', 'PRP', 'KOMP', 'N', 'PERS', 'V', 'DET', 'N', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'J', 'SPEC', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'UNK', 'PRP', 'DET', 'UNK', 'V', 'UNK', 'DET', 'N', 'PU', 'PU', 'UNK', 'DET', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
